address,current_balance,balance_eth,tx_count,total_volume,volume_eth,net_flow,net_flow_eth,total_fees_eth,last_active,profitability_score
0x23470593cb619010442751029788cc68549ee988,2390851959561574609,2.3908519595615747,1,0,0.0,0,0.0,0.056407441581604115,2025-03-16 21:31:05.080529,1.05634078382463
