address,current_balance,balance_eth,tx_count,total_volume,volume_eth,net_flow,net_flow_eth,total_fees_eth,last_active,is_contract,wallet_type,profitability_score
0x3eC0477912fCa3a2ee2992120daA744Cd0De55Bd,6300000000000,6.3e-06,1,100000000000,1e-07,100000000000,1e-07,0.0,2025-03-17 15:37:41.944909,False,eoa,0.10000257
0x016066dB711b4a120D355A0ADB9ef1Dc83D2b2BE,33842305057838,3.3842305057838e-05,1,0,0.0,0,0.0,4.5827e-05,2025-03-17 15:37:42.400601,False,eoa,0.10001353692202314
0xbC5D343A5d2cf2B01408368774c088a0aB0BC47A,266336000000000,0.000266336,1,20249980000000000000,20.24998,-20249980000000000000,-20.24998,2.1e-05,2025-03-17 15:37:42.907143,False,eoa,6.1751005344
0x41Fc802E01Bcf85D91E5708B42d41C2EAf01f375,625978136433737833196,625.9781364337379,1,20249980000000000000,20.24998,20249980000000000000,20.24998,0.0,2025-03-17 15:37:43.172339,False,eoa,260.6162445734952
0x0627E92a353f5B5495901560950a25109cca671A,85592000000000,8.5592e-05,1,0,0.0,0,0.0,6e-05,2025-03-17 15:37:43.336111,False,eoa,0.10003423680000001
0x481b970834AA9bf878d48AEfb6d0b2b2c045944d,22740060973195463,0.022740060973195465,1,0,0.0,0,0.0,9.4039026180864e-05,2025-03-17 15:37:44.044731,False,eoa,0.10909602438927819
0x11c869FDe5E0E51CaAb0d688e3C6A657b00F7564,136073043081389856,0.13607304308138984,2,0,0.0,0,0.0,0.000234944927204828,2025-03-17 15:39:06.707768,False,eoa,0.25442921723255596
0x0595DB3a47bF1A0D34D1FC23Cc4e69f0D01672F9,614013913645366019851,614.0139136453661,1,0,0.0,0,0.0,5.0286102532255e-05,2025-03-17 15:37:45.548505,False,eoa,245.70556545814642
0xe37f7c80ceD04c4F243C0Fd04A5510D663CB88b5,590650126928891948,0.590650126928892,1,66849291473437,6.6849291473437e-05,-66849291473437,-6.6849291473437e-05,0.00090023410010016,2025-03-17 15:37:46.587254,False,eoa,0.3362801055589988
0x8f2CE2F4ab6F29055cC7a4E8DC5cb94a6e8b1016,70693884687635460,0.07069388468763546,1,10000000000000000,0.01,-10000000000000000,-0.01,0.0001929495274517,2025-03-17 15:37:47.364737,False,eoa,0.1312775538750542
0x1300080E2a951Be01a5a87c6897bf59E65118013,405701680995688000,0.405701680995688,1,15449555221000,1.5449555221e-05,-15449555221000,-1.5449555221e-05,1.5349555221e-05,2025-03-17 15:37:47.664503,False,eoa,0.2622853072648415
0x33947cc81dFD3952B93204731546A4c1c462b0DF,99900000000,9.99e-08,2,15449655221000,1.5449655221e-05,15449455221000,1.5449455221e-05,1.5349555221e-05,2025-03-17 15:39:06.853903,False,eoa,0.2000077647476105
0x9c7793a009e9534b064aCB581b5F5D7712beE353,1990644189008869209,1.9906441890088693,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:48.691070,False,eoa,0.8962576756035477
0x4923Af89F914c22785002795C5ab6732d046bE69,1058331037983015173,1.058331037983015,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:49.661024,False,eoa,0.5233324151932061
0xD280ad40e0375ac5dd61C061Aab0e5FdCCFAF518,1464062825494925066,1.464062825494925,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:50.188107,False,eoa,0.68562513019797
0xEDEf814506405b2ae107Bff5CEF2a237c1441CD2,54951790873740726,0.054951790873740726,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:50.344572,False,eoa,0.1219807163494963
0x74380834ec64d3304746aF6bf860E82c5fC908f7,307297335862093035,0.307297335862093,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:50.779309,False,eoa,0.22291893434483723
0x0104109F419e644104B7ceFD0aD5c45037eE00f7,309027851777232092,0.3090278517772321,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:51.303382,False,eoa,0.22361114071089283
0xE2B0Be018B045639c0BA4920D2a1a3C31b5F6D29,306209022830679395,0.3062090228306794,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:51.759326,False,eoa,0.22248360913227178
0xf4de4a2f598A67826664c94a684EF6a4580a9a51,64232504760123212,0.06423250476012321,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:52.282991,False,eoa,0.1256930019040493
0x9A81dE2ef16997b0AfdF517c7afc59ee04Bd05E1,252383215829734142,0.25238321582973416,1,0,0.0,0,0.0,6.31028104e-05,2025-03-17 15:37:52.433282,False,eoa,0.2009532863318937
0xbC2af0d781C1Df5DB70B8E4e35Ff05542349184e,442743063211059663,0.44274306321105966,2,125368713966083,0.000125368713966083,-125368713966083,-0.000125368713966083,5.0477934906e-05,2025-03-17 15:39:11.426470,False,eoa,0.37713483589861374
0x77D72B14a9436cC189cEbFAf5214fF73c5F92C1d,49230183359107,4.9230183359107e-05,1,49230183359107,4.9230183359107e-05,49230183359107,4.9230183359107e-05,0.0,2025-03-17 15:37:53.433991,False,eoa,0.1000443071650232
0xC94eBB328aC25b95DB0E0AA968371885Fa516215,1279554130062514685026,1279.5541300625148,9,907507266976633479,0.9075072669766335,-907507266976633479,-0.9075072669766335,0.000253268359785,2025-03-17 15:40:11.665780,False,eoa,512.9939042050989
0xf2A1A2fFc557BcD828Cc9b7131D1ee761274520f,4803391652458011,0.004803391652458011,1,61822676862543578,0.06182267686254358,61822676862543578,0.06182267686254358,0.0,2025-03-17 15:37:54.379590,False,eoa,0.13283269509225498
0x1aa65B21041849bf6359D4A583954844355c16D5,633465400791875086,0.6334654007918751,1,258471062435256194,0.2584710624352562,258471062435256194,0.2584710624352562,0.0,2025-03-17 15:37:54.531026,False,eoa,0.48262169153437817
0xBEF6Ae4ceb25e844212E0c5144DA4C0ed9dE312b,595706972465820342,0.5957069724658204,1,69912234450625818,0.06991223445062582,69912234450625818,0.06991223445062582,0.0,2025-03-17 15:37:54.867017,False,eoa,0.37323890621164113
0xF790285DF1426e14A4F1444Bb46a6Ea0a90e1D47,1826551903395620071,1.8265519033956201,2,525060087098845681,0.5250600870988457,483798088883427105,0.4837980888834271,5.0614667019e-05,2025-03-17 15:39:25.410418,False,eoa,1.1848984052645872
0x00051d55999c7cd91B17Af7276cbecD647dBC000,32987823830935912567,32.98782383093591,1,12702712867844824,0.012702712867844823,-12702712867844824,-0.012702712867844823,7.7374748396532e-05,2025-03-17 15:37:55.414611,False,eoa,13.298940346234717
0x974CaA59e49682CdA0AD2bbe82983419A2ECC400,3690106736701315251528,3690.106736701315,6,77690364955000000,0.077690364955,-77690364955000000,-0.077690364955,0.00144309516834,2025-03-17 15:38:12.171843,False,eoa,1476.6660017900126
0xEd8A259E0714cD6e6C6942B4Cf03Fd574E210832,339449362384033016,0.339449362384033,1,36078000000000000,0.036078,36078000000000000,0.036078,0.0,2025-03-17 15:37:56.477507,False,eoa,0.25381874495361323
0xb601CeC59249f2E34b71db60B30cb0df494909b1,26383210301038577,0.026383210301038577,1,0,0.0,0,0.0,1.646826529056e-05,2025-03-17 15:37:56.997840,False,eoa,0.11055328412041543
0xb1b2d032AA2F52347fbcfd08E5C3Cc55216E8404,3702797630650974789,3.702797630650975,4,0,0.0,0,0.0,0.001467527681360304,2025-03-17 15:40:23.828034,False,eoa,1.8811190522603902
0x5419324A1b357Cc4F42E3D32b9aECeFe61d553B0,229947418134456700,0.2299474181344567,1,4285408303178383000,4.285408303178383,-4285408303178383000,-4.285408303178383,1.0386952128e-05,2025-03-17 15:37:58.144405,False,eoa,1.4776014582072978
0x842e87eAbA9656F97F14DBe615b2545828E3d1d2,4285408303178383000,4.285408303178383,1,4285408303178383000,4.285408303178383,4285408303178383000,4.285408303178383,0.0,2025-03-17 15:37:58.655543,False,eoa,3.9568674728605453
0x9F287cD022FdDF2c8C06195A8780a353234dbF7a,4217493782974246,0.004217493782974246,1,0,0.0,0,0.0,0.000163909566897216,2025-03-17 15:37:59.097440,False,eoa,0.1016869975131897
0xD91fA50d7275f8a169983b67708ED23f4eD31Be6,11768047872000,1.1768047872e-05,1,201515879949428671,0.20151587994942868,-201515879949428671,-0.20151587994942868,1.09405473408e-05,2025-03-17 15:37:59.776093,False,eoa,0.1604594712039774
0xc4471d2DE1af8e9aa16f022d2187dBCfA857507e,201515879949428671,0.20151587994942868,1,201515879949428671,0.20151587994942868,201515879949428671,0.20151587994942868,0.0,2025-03-17 15:38:00.230808,False,eoa,0.28136429195448587
0x73880dFf637ebD2eF26523Ea1d47A1D649e58083,551257404531860,0.00055125740453186,1,299768212388756,0.000299768212388756,-299768212388756,-0.000299768212388756,0.000200420881331328,2025-03-17 15:38:00.739533,False,eoa,0.10031043342552938
0xCb68104C83958Cb336feb7C2131c536A7753505f,63122017521036,6.3122017521036e-05,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:01.154431,False,eoa,0.10002554880700842
0xAFfBF6C4872Cf6Ebc16f073dCC98a0195cF3092e,32374078401161706,0.03237407840116171,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:01.715551,False,eoa,0.1129501313604647
0x80aB4d9970f1CA80aD568B52c589B44F78E61f68,15488000000015,1.5488000000015e-05,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:01.873827,False,eoa,0.10000649520000002
0x336E6A76B95c98e9AA5d0cf161B003EC290EA72d,19950150384580598290,19.9501503845806,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:02.332484,False,eoa,8.08006065383224
0xe36D80fE10F3DACA73bc08D74C7268082477aC8A,945239100004,9.45239100004e-07,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:02.845464,False,eoa,0.10000067809564
0x66f72c6E2D15bd3bb51792553CF53C9e66e1227a,30171697098528000,0.030171697098528,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:03.157144,False,eoa,0.1120691788394112
